lihkkolohku	lykketall	onnenluku
diehtojuohkinmielbargi	diehtojuohkinmielbargi	
diehtojuohkingáldu	diehtojuohkingáldu	
diehtojuohkindárbu	diehtojuohkindárbu	
diehtojuohkindeaivvadeapmi	diehtojuohkindeaivvadeapmi	
diehtojohtolat	diehtojohtolat	
diehtogiisá	diehtogiisá	
diehtogaskkusteapmi	diehtogaskkusteapmi	
diehtodássi	diehtodássi	
diehtobálvalus	diehtobálvalus	
demeansabeaivi	demeansabeaivi	
debáhttaprográmma	debáhttaprográmma	
deattuhus	deattuhus	
dearvvašvuođavárra	dearvvašvuođavárra	
dearvvašvuođavuogádat	dearvvašvuođavuogádat	
dearvvašvuođasuodji	dearvvašvuođasuodji	
dearvvašvuođaministeriija	dearvvašvuođaministeriija	
dearvvašvuođageahčču	dearvvašvuođageahčču	
dearvvašvuođafuolahus	helsetjeneste	
dearvvašvuođadivššároahppu	dearvvašvuođadivššároahppu	
dearvvasvuođaásahus	dearvvasvuođaásahus	
dearvvasvuođastašuvdna	dearvvasvuođastašuvdna	
dearvvasvuođaorganisašuvdna	dearvvasvuođaorganisašuvdna	
dearvvasvuođadutkan	dearvvasvuođadutkan	
dearvvasvuođadivššár	dearvvasvuođadivššár	
dearvvasvuođadikšu	dearvvasvuođadikšu	
dearppanas	dearppanas	
dearpanjietna	dearpanjietna	
deahtástus	deahtástus	
deagga	deagga	
deadjafeasta	deadjafeasta	
deaddováttisvuohta	deaddováttisvuohta	
deaddileaddji	deaddileaddji	
deaddilanáigemearri	deaddilanáigemearri	
deaddilanmeattáhus	deaddilanmeattáhus	
davviriddu	davviriddu	
davviregiovdna	davviregiovdna	
davvikalohttakonferánsa	davvikalohttakonferánsa	
davvigráda	davvigráda	
davvidimenšuvdna	davvidimenšuvdna	
davveoassi	davveoassi	
darfegoahtehuksen	darfegoahtehuksen	
dajaldatgilvu	dajaldatgilvu	
dahkkivuoigatvuođasearvi	dahkkivuoigatvuođasearvi	
curreš	curreš	
cupvuorru	cupvuorru	
cupvuoitu	cupvuoitu	
cupvuoiti	cupvuoiti	
cupbáhčin	cupbáhčin	
cuohkki	motiv	
cowboyskuovva	cowboyskuovva	
cohkodat	søst	
cohki	cohki	
cizáščivga	småfuglunge	
civkkan	civkkan	
chartervuorru	chartervuorru	
chartergirdin	chartergirdin	
ceggenbargu	ceggenbargu	
ceavzinstrategiija	ceavzinstrategiija	
cealkinvejolašvuohta	cealkinvejolašvuohta	
cd-spiller	cd-spiller	
bážá	bážá	
báŋkodáhkádus	báŋkodáhkádus	
bávččassadji	bávččassadji	
bávkkanasgálvu	bávkkanasgálvu	
bátnegealas	tannkrem	
bátnegaska	trinnhøyde	
bátnedoavtteroahppu	bátnedoavtteroahppu	
bátnedikšunčállioahppu	bátnedikšunčállioahppu	
bátnedikšunveahkki	bátnedikšunveahkki	
bátnedearvvašvuođafálaldat	bátnedearvvašvuođafálaldat	
bárdnealmmái	bárdnealmmái	
bánis	bánis	
bálvvosgeađgi	bálvvosgeađgi	
bálvalusvuodjin	bálvalusvuodjin	
bálvalusorgána	bálvalusorgána	
bálvaluskvaliteahtta	bálvaluskvaliteahtta	
bálseduodji	keramikk	
bálkámáksu	bálkámáksu	
bálkálasiheapmi	bálkálasiheapmi	
bálkákoda	bálkákoda	
bálkájuolludeapmi	bálkájuolludeapmi	
bálkádilálašvuohta	bálkádilálašvuohta	
bálkádieđiheapmi	bálkádieđiheapmi	
bálkádienas	bálkádienas	
bálkestannuohttebivdu	bálkestannuohttebivdu	
báljesoaivi	báljesoaivi	
bálggesčuolli	bálggesčuolli	
bákteseaidni	bákteseaidni	
bákteroggan	bákteroggan	
báktemeasttir	báktemeasttir	
báktedoaibmaealáhus	báktedoaibmaealáhus	
bákteceahkki	bákteceahkki	
báktebihttá	báktebihttá	
báittohat	offside	
báistebiđus	finnbiff	
báikkálašservvodat	báikkálašservvodat	
báikkálašbiras	báikkálašbiras	
báikkálašbellodat	báikkálašbellodat	
báikekino	báikekino	
báikegullevašvuođaprinsihppa	báikegullevašvuođaprinsihppa	
báikegottehuonaš	báikegottehuonaš	
báhčináigi	báhčináigi	
báhčinvuohki	báhčinvuohki	
báhčinvearju	báhčinvearju	
báhčinvaláštallan	báhčinvaláštallan	
báhčinskuvla	báhčinskuvla	
báhčingáibádus	báhčingáibádus	
báhčingonagas	báhčingonagas	
báhčinbiras	báhčinbiras	
báhtareaddjiroassu	báhtareaddjiroassu	
báhtareaddjikonsuleanta	báhtareaddjikonsuleanta	
báhpaoahppu	báhpaoahppu	
báhkkadávda	báhkkadávda	
báhkkabuđet	báhkkabuđet	
báhkinosku	báhkinosku	
báhcahat	avtrekker	
bággolotnun	bággolotnun	
bággolonistanášši	bággolonistanášši	
bággodoallan	bággodoallan	
bággodoaibmabidjoášši	bággodoaibmabidjoášši	
bággodahku	bággodahku	
bádjeolmmoš	bádjeolmmoš	
báddegeatnegasvuohta	báddegeatnegasvuohta	
báddegeassin	báddegeassin	
báberáŋggirdeapmi	báberáŋggirdeapmi	
báberlihppu	báberlihppu	
báberfabrihkka	báberfabrihkka	
byrohoavda	byråsjef	
buđetčoaggin	buđetčoaggin	
bušeahttačuohppan	bušeahttačuohppan	
bušeahttaproseassa	bušeahttaproseassa	
bušeahttaproposišuvdna	bušeahttaproposišuvdna	
bušeahttagažaldat	bušeahttagažaldat	
bušeahttaboasta	bušeahttaboasta	
buvttamearka	buvttamearka	
buvttajoavku	produktgruppe	
buvttadeaddjioahppu	buvttadeaddjioahppu	
buvttadanáigi	buvttadanáigi	
buvttadanvejolašvuohta	buvttadanvejolašvuohta	
buvttadanovddasvástádus	buvttadanovddasvástádus	
buvttadanoahppu	buvttadanoahppu	
buvttadanbadji	buvttadanbadji	
buvttabargi	buvttabargi	
buvrobeaivi	buvrobeaivi	
buvdasadji	buvdasadji	
buvdaguovddáš	buvdaguovddáš	
busseturista	busseturista	
bussekonsešuvdna	bussekonsešuvdna	
burrobiergu	burrobiergu	
buressivdnidanipmilbálvalus	buressivdnidanipmilbálvalus	
buođđoreŋko	stengselsbukk	
buozanvuođaruhta	buozanvuođaruhta	
buorrinsubmi	buorrinsubmi	
buorredahku	buorredahku	
buoridanplána	buoridanplána	
buoridanevttohus	buoridanevttohus	
buolvalonuheapmi	buolvalonuheapmi	
buollánbáiki	buollánbáiki	
buollinčáskadanveahka	buollinčáskadanveahka	
buollinveahka	brannmannskap	
buollinbálvalus	buollinbálvalus	
buollibáhkka	buollibáhkka	
buolleviidna	buolleviidna	
buolašáddjá	buolašáddjá	
buolašbeaivi	buolašbeaivi	
buoidegeardi	buoidegeardi	
buohcciviessoválljen	buohcciviessoválljen	
buohcciruhtaortnet	buohcciruhtaortnet	
buohccindieđiheapmi	buohccindieđiheapmi	
buohccidivššárskuvla	buohccidivššárskuvla	
buohccesiida	buohccesiida	
buohcceruhta	buohcceruhta	
buohcanluopmu	buohcanluopmu	
bunceráigi	bunceráigi	
bummolárpu	bummolárpu	
bummaruhtarusttet	bummaruhtarusttet	
bummaruhta	bummaruhta	
buktináigi	buktináigi	
buhtadusmeroštallan	buhtadusmeroštallan	
buhtadanortnet	kompensasjonsordning	
buhcciidruhta	buhcciidruhta	
buhcciiddivššár	buhcciiddivššár	
buddi	buddi	
buddestat	kantbånd	
bruvsabohtal	brusflaske	
bruttodienas	bruttoavkastning	
bronsaáigi	bronsaáigi	
bovnnahat	sted_med_tuer	
bovdenvuohki	bovdenvuohki	
bovdenlistu	bovdenlistu	
bovdehuslistu	bovdehuslistu	
bovdehusgoarta	bovdehusgoarta	
bovccis	buktet_vik_i_elv	
botnji	botnji	
botanihkka	botanikk	
bossunčuojanas	bossunčuojanas	
boskanjurggonas	boskanjurggonas	
bosanas	bosanas	
borranváttisvuohta	borranváttisvuohta	
borranbuhtadus	borranbuhtadus	
borramušvuovdin	borramušvuovdin	
borramušdáhpi	borramušdáhpi	
borramušdilli	borramušdilli	
borjjastanveahkki	borjjastanveahkki	
borjjastannákca	borjjastannákca	
borjjasmátki	seilfart	
borgát	borgát	
borgačalbmi	borgačalbmi	
borgamánnu	borgamánnu	
bordinspeallu	bordinspeallu	
boraspirevahátbuhtadus	boraspirevahátbuhtadus	
boraspirevahágahttin	boraspirevahágahttin	
boraspiresuodjaleapmi	boraspiresuodjaleapmi	
boraspiremáddodat	boraspiremáddodat	
boraspirebuhtadusohcan	boraspirebuhtadusohcan	
boradanvejolašvuohta	boradanvejolašvuohta	
bombenhárjehallanguovlu	bombenhárjehallanguovlu	
bolesskohter	bolesskohter	
bolesinspektevra	bolesinspektevra	
bohččigussa	bohččigussa	
bohttu	potte	
bohtteáigi	bohtteáigi	
bohkanrusttet	bohkanrusttet	
bohkanbáiki	bohkanbáiki	
bohccomárfi	bohccomárfi	
bohccogazza	bohccogazza	
bohccobiergogávppašeapmi	bohccobiergogávppašeapmi	
bohccerevre	bohccerevre	
bohccebargi	bohccebargi	
boađusgáibádus	boađusgáibádus	
boazoášši	sak	
boazoáidehuksen	boazoáidehuksen	
boazovuovdin	boazovuovdin	
boazosuvdinfanas	boazosuvdinfanas	
boazonjuovvi	boazonjuovvi	
boazonjuovvanáigodat	boazonjuovvanáigodat	
boazonjuovvanroassu	boazonjuovvanroassu	
boazolohkankursa	boazolohkankursa	
boazologuheivehanlávdegoddi	boazologuheivehanlávdegoddi	
boazologuheivehanbargu	boazologuheivehanbargu	
boazohálddahus	boazohálddahus	
boazoguohtunkommišuvdna	boazoguohtunkommišuvdna	
boazoguohtonsoahpamuš	boazoguohtonsoahpamuš	
boazogorut	boazogorut	
boazodálon	boazodálon	
boazodoalloáššedovdi	boazodoalloáššedovdi	
boazodoallováttisvuohta	boazodoallováttisvuohta	
boazodoallovuohki	boazodoallovuohki	
boazodoallosápmi	boazodoallosápmi	
boazodoallorusttet	boazodoallorusttet	
boazodoallokursa	boazodoallokursa	
boazodoallodállu	boazodoallodállu	
boazodoallobearráigeahčči	boazodoallobearráigeahčči	
boazodoallobarta	boazodoallobarta	
boazodikšunvuohki	boazodikšunvuohki	
boazobázzi	boazobázzi	
boazobálggus	boazobálggus	
boazobondde	boazobondde	
boasttuláhki	boasttuláhki	
boastameasttir	boastameasttir	
boastafievrredeapmi	boastafievrredeapmi	
boastabáiki	boastabáiki	
boaski	boaski	
boarásmuvvanbeaivi	boarásmuvvanbeaivi	
boaresáigi	boaresáigi	
boaresvuohki	boaresvuohki	
boarestráktor	boarestráktor	
boaresgirkobáiki	boaresgirkobáiki	
boaresbártniidsearvi	boaresbártniidsearvi	
boandasearvi	boandasearvi	
boandanisu	boandanisu	
boalddán	boalddán	
boaittobealsuohkan	boaittobealsuohkan	
boaittobealgáhtta	boaittobealgáhtta	
boaittobealeguovlu	boaittobealeguovlu	
boahtteáiggevejolašvuohta	boahtteáiggevejolašvuohta	
boahtteáiggesávaldat	boahtteáiggesávaldat	
boahtteáiggedoaivva	boahtteáiggedoaivva	
boahjenásti	boahjenásti	
boaganravda	ytterstykke_av_et_vevet_belte	
boaganoaivi	beltespenne	
blankeahtta	blankett	
bivttasčájáhuslatnja	bivttasčájáhuslatnja	
bivttasčoakkáldat	bivttasčoakkáldat	
bivttasseahkka	bivttasseahkka	
bivttasmállečájáhus	bivttasmállečájáhus	
bivttasluohkká	bivttasluohkká	
bivttasgovva	bivttasgovva	
bivttasbassanlatnja	bivttasbassanlatnja	
bivnnuhisvuohta	bivnnuhisvuohta	
bivdoášši	bivdoášši	
bivdoárbevierru	bivdoárbevierru	
bivdosiida	bivdosiida	
bivdoráđđi	bivdoráđđi	
bivdoráddjen	fangstbegrensing	
bivdoohcan	bivdoohcan	
bivdomáhttu	bivdomáhttu	
bivdokursa	bivdokursa	
bivdojoavkohoavda	bivdojoavkohoavda	
bivdoiskkadeapmi	bivdoiskkadeapmi	
bivdoguhkkodat	bivdoguhkkodat	
bivdogoahti	fiskergamme	
bivdisearvi	bivdisearvi	
bivdingeahččaleapmi	bivdingeahččaleapmi	
bivdinfanas	bivdinfanas	
bissudahkan	bissudahkan	
bissostallioahppi	bissostallioahppi	
bisseheaddji	bisseheaddji	
bismmástuollu	bismmástuollu	
bismaguovlu	stift	
bismagoddekantuvra	bismagoddekantuvra	
birrajohtu	periode	
bircolohku	bircolohku	
birasvearredahku	birasvearredahku	
birasvearredahkki	birasvearredahkki	
birasrihkolašvuohta	birasrihkolašvuohta	
birasrievdadus	birasrievdadus	
birasraporta	birasraporta	
birasođđasat	birasođđasat	
birasmirku	birasmirku	
birasmirkodássi	birasmirkodássi	
birasgáhttenoaidnu	birasgáhttenoaidnu	
birasgáhttendoaibma	miljøverntiltak	
birasgáhttenaktivista	birasgáhttenaktivista	
birasdoaibmabidju	birasdoaibmabidju	
birasdiehtu	birasdiehtu	
bippal	bippal	
bioteknologiija	bioteknologi	
biokemiija	biokjemi	
biografiijačálli	biografiijačálli	
bingospealli	bingospealli	
bilkovuohki	bilkovuohki	
bileahttasisaboahtu	bileahttasisaboahtu	
bileahttanummár	bileahttanummár	
bikketášši	bikketášši	
bikket	bikket	
biilaáigi	biilaáigi	
biilastivrran	biilastivrran	
biilariekkis	biilariekkis	
biilaparkensadji	biilaparkensadji	
biilagádjunbargi	biilagádjunbargi	
biilaglássa	biilaglássa	
biilacrossa	biilacrossa	
biilabána	biilabána	
biilabuhtadus	biilabuhtadus	
biilaboagánsáhkku	biilaboagánsáhkku	
biilaboagángeavaheapmi	biilaboagángeavaheapmi	
biibbalriekkis	biibbalriekkis	
biibballohkanplána	biibballohkanplána	
biibbaljorgalus	biibbaljorgalus	
biibbaljoavku	biibbaljoavku	
bihtánsápmelaš	bihtánsápmelaš	
bihttáspeallu	bihttáspeallu	
bihttálohkanveahkki	bihttálohkanveahkki	
bihttábohkká	bihttábohkká	
bihkkaseavdnjadas	bihkkaseavdnjadas	
bihci	rimfrost	
bigálastingárdi	bigálastingárdi	
biffaeahket	biffaeahket	
bievlaáigi	barmarkstid	
bievlavuoján	barmarkskjøretøy	
bievlavuodjinhálddašeapmi	bievlavuodjinhálddašeapmi	
bievlamáilbmi	bievlamáilbmi	
bievlaguohtun	bievlaguohtun	
bieskángeaidnu	bieskángeaidnu	
biergooastinfálaldat	biergooastinfálaldat	
biergoliepma	kjøttkraft	
biergogávpi	biergogávpi	
biergográmma	biergográmma	
biergodárkkisteapmi	biergodárkkisteapmi	
bieggaroassu	bieggaroassu	
bieggaindustriija	bieggaindustriija	
bieggafápmofitnodat	bieggafápmofitnodat	
biedjoráhkadeapmi	biedjoráhkadeapmi	
biebmovuovdi	biebmovuovdi	
biebmosuorgi	biebmosuorgi	
biebmosorta	biebmosorta	
biebmorámbuvri	biebmorámbuvri	
biebmoluossagárdi	biebmoluossagárdi	
biebmohádja	biebmohádja	
biebmogollu	biebmogollu	
biebmogoallus	næringskjede	
biebmofysiologa	biebmofysiologa	
biebmodárbu	biebmodárbu	
biebmoboazu	biebmoboazu	
biddi	geite	
bibliotehkahoavda	bibliotehkahoavda	
betoŋgaseaidni	betongvegg	
bessenbáiki	bessenbáiki	
bensinfievru	bensinfievru	
bellodatsystema	bellodatsystema	
bellodatsearvi	bellodatsearvi	
bellodatriidu	bellodatriidu	
bellodatregisttar	bellodatregisttar	
bellodatorganisašuvdna	bellodatorganisašuvdna	
beavkkas	beavkkas	
beavdečikŋa	beavdečikŋa	
beavdesálbma	beavdesálbma	
beavdespeallu	beavdespeallu	
beassášjohtolat	beassášjohtolat	
beassážiidáigi	beassážiidáigi	
beassášdoallu	beassášdoallu	
beassivuođđudus	beassivuođđudus	
beaskahealbmi	beaskahealbmi	
beasatlašvuohta	tilgjengelighet	
bearráigeahččosystema	bearráigeahččosystema	
bearráigeahččoovddasvástádus	bearráigeahččoovddasvástádus	
bearralmiella	bearralmiella	
bearralbuokčaleapmi	bearralbuokčaleapmi	
bearjadatáviisa	bearjadatáviisa	
bearjadatkonsearta	bearjadatkonsearta	
bearašveahkaválddálašvuođakoordináhtor	bearašveahkaválddálašvuođakoordináhtor	
bearašsuodjalusguovddáš	bearašsuodjalusguovddáš	
bearašprofiila	bearašprofiila	
bearašnamma	bearašnamma	
bearašgohttensadji	bearašgohttensadji	
bearašgoarta	bearašgoarta	
bearašfálaldat	bearašfálaldat	
bearašdállu	bearašdállu	
bearašberoštupmi	bearašberoštupmi	
bearašadvokáhta	bearašadvokáhta	
beanaáddjá	beanaáddjá	
beanavuodjinbiras	beanavuodjinbiras	
beanastoahka	beanastoahka	
beanafáŋgenrusttet	beanafáŋgenrusttet	
beanaduopmár	beanaduopmár	
bealuštussárdni	bealuštussárdni	
bealuštanlágádus	bealuštanlágádus	
bealljesuodjalus	bealljesuodjalus	
bealljeseahkka	bealljeseahkka	
bealljerásttis	sidensvans	
bealljemátta	ørerot	
beallesadji	beallesadji	
beallemaraton	beallemaraton	
beallemarathon	beallemarathon	
bealleleaktu	bealleleaktu	
bealledat	partner	
bealledagahat	halvfabrikat	
bealku	bealku	
beaivvášvuogádat	beaivvášvuogádat	
beaivvášluoitádeapmi	solnedgang	
beaivvášbiegga	solvind	
beaivepreassa	beaivepreassa	
beaivemánná	beaivemánná	
beaivejorggáldat	beaivejorggáldat	
beaiveenergiija	beaiveenergiija	
beahcemátta	beahcemátta	
beahceguolbba	beahceguolbba	
bassonbiebmu	bassonbiebmu	
bassingoahti	bassingoahti	
bassigonagas	bassigonagas	
bassanveahkki	bassanveahkki	
bassanoperatevra	bassanoperatevra	
basecamp	basecamp	
basadanálddis	basadanálddis	
bartaniehku	bartaniehku	
bartalágan	bartalágan	
bartahuksenášši	bartahuksenášši	
bartahuksenlohpi	bartahuksenlohpi	
bartahaddi	bartahaddi	
bartaeaiggádiidsearvi	bartaeaiggádiidsearvi	
bartadárbu	bartadárbu	
bartaceggen	bartaceggen	
bargoášši	bargoášši	
bargoáŋgirvuohta	bargoáŋgirvuohta	
bargoáigumuš	bargoáigumuš	
bargoáigeláhka	bargoáigeláhka	
bargovuođđu	bargovuođđu	
bargovuoján	bargovuoján	
bargovearju	bargovearju	
bargoveahkahoavda	bargoveahkahoavda	
bargoriekti	arbeidsrett	
bargoprográmma	bargoprográmma	
bargoorgána	bargoorgána	
bargooahppi	bargooahppi	
bargonamma	bargonamma	
bargomárkanguovlu	bargomárkanguovlu	
bargomáhcaheapmi	bargomáhcaheapmi	
bargolustu	bargolustu	
bargoleaira	bargoleaira	
bargojuogadeapmi	arbeidsfordeling	
bargojoavkočoahkkin	bargojoavkočoahkkin	
bargohárjehalli	bargohárjehalli	
bargoheiveheapmi	bargoheiveheapmi	
bargoheasta	bargoheasta	
bargogelbbolašvuohta	bargogelbbolašvuohta	
bargofáddá	bargofáddá	
bargoduovdda	bargoduovdda	
bargodearvvasvuohta	bargodearvvasvuohta	
bargobálká	bargobálká	
bargoboađus	bargoboađus	
bargiášši	bargiášši	
bargiidčoahkkin	bargiidčoahkkin	
bargiidsearvi	bargiidsearvi	
barggánisvuohta	barggánisvuohta	
bargguhisvuođaproseanta	bargguhisvuođaproseanta	
bargguhisvuođalistu	bargguhisvuođalistu	
bandy	bandy	
baleahttamusihkka	baleahttamusihkka	
bajásčuvgenbargu	bajásčuvgenbargu	
bajásšaddanstivra	bajásšaddanstivra	
bajásšaddanetáhtta	bajásšaddanetáhtta	
bajásdoallu	bajásdoallu	
bajánbalva	bajánbalva	
bajiloaidnu	bajiloaidnu	
bajilgovva	bajilgovva	
baikajuhkan	baikajuhkan	
baikagurrenbáiki	baikagurrenbáiki	
bahážat	bahážat	
bahtačoalli	endetarm	
baggát	baggát	
bagadanbálvalus	rettledningstjenesten	
bagadallanpedagogihkka	bagadallanpedagogihkka	
badječállu	badječállu	
badjeáddjá	badjeáddjá	
badjesogalaš	badjesogalaš	
badjeriika	badjeriika	
badjeláiggebargu	overtid	
badjeláigešiehtadus	badjeláigešiehtadus	
badjeisit	badjeisit	
badjehoavda	badjehoavda	
bachelorbargu	bachelorbargu	
b-plána	b-plána	
b-klássa	b-klássa	
ađadákti	margbein	
aviisaráhkadeapmi	aviisaráhkadeapmi	
aviisalohku	aviisalohku	
aviisajearahallan	aviisajearahallan	
aviisadoarjjaortnet	aviisadoarjjaortnet	
attentáhtta	attentat	
atomasoahti	atomasoahti	
asttáhatmuorra	asttáhatmuorra	
asttuáiggefálaldat	asttuáiggefálaldat	
astoáiggečálli	astoáiggečálli	
astoáiggefanas	astoáiggefanas	
astoáiggebáiki	astoáiggebáiki	
aspirántasisaváldin	aspirántasisaváldin	
arvebalva	arvebalva	
arkiivavuorká	arkiivavuorká	
arkiivaráhkadeapmi	arkiivaráhkadeapmi	
areálariidu	areálariidu	
areálapolitihkka	areálapolitihkka	
areáladiehtu	areáladiehtu	
areálabahkken	areálabahkken	
areasta	areasta	
applikašuvdna	applikašuvdna	
apoteaika	apoteaika	
apostalaš	apostalaš	
anársápmi	anársápmi	
antikvára	antikvára	
animašuvdnaealligovva	animašuvdnaealligovva	
amnestiija	amnesti	
ambulánsaplána	ambulánsaplána	
ambulánsagirdin	ambulánsagirdin	
amatevramusihkkár	amatevramusihkkár	
almmáiduotna	almmáiduotna	
almmusvuohta	almmusvuohta	
almmustuhttin	tinglysning	
almmuhussisaboahtu	almmuhussisaboahtu	
almmuhanlohku	almmuhanlohku	
almmuhanjahki	almmuhanjahki	
almmolašlohku	almmolašlohku	
almmolašekonomiija	almmolašekonomiija	
allierta	allierta	
allariekti	høyesterett	
allamiella	allamiella	
allakapasitehta	allakapasitehta	
alkoholajuhkan	alkoholajuhkan	
alitoahppoinstitušuvdna	alitoahppoinstitušuvdna	
alimusdássi	alimusdássi	
albmoneapmi	albmoneapmi	
albmavuohta	albmavuohta	
albbasčearda	albbasčearda	
albbasvahát	albbasvahát	
albbasnálli	albbasnálli	
albbasmearri	albbasmearri	
albatrossa	albatrossa	
akoarda	akkord	
aidsvaksiidna	aidsvaksiidna	
ahkejuohku	ahkejuohku	
ahkeearru	ahkeearru	
agurka	agurk	
agoarta	akkord	
aggrešuvdna	aggrešuvdna	
adopšuvdnaruhta	adopšuvdnaruhta	
adoptiivaváhnen	adoptiivaváhnen	
adoptiivamánná	adoptiivamánná	
adnongálvu	adnongálvu	
adnonbivttas	adnonbivttas	
a-čiekči	a-čiekči	
a-čiekčan	a-čiekčan	
a-miellahttuvuohta	a-miellahttuvuohta	
a-boasta	a-boasta	
ZDF-kanála	ZDF-kanála	
Várpejohka	Várpejohka	
Várjjat-guovlu	Várjjat-guovlu	
Vuorri	Vuorri	
Vuorašvárri	Vuorašvárri	
Vuorašjávregáddi	Vuorašjávregáddi	
Vullošnjárga	Vullošnjárga	
Viesttarbađaeana	Viesttarbađaeana	
Verddečiekčan-vahkkoloahppa	Verddečiekčan-vahkkoloahppa	
Verddemárkanat	Verddemárkanat	
Verdde-prošeakta	Verdde-prošeakta	
Venor-loavdda	Venor-loavdda	
Vearrodavvi	Vearrodavvi	
Varitvárri	Varitvárri	
VM-finála	VM-finála	
Uhcanjárga	Uhcanjárga	
UV-suonjar	UV-suonjar	
UV-suodjalus	UV-suodjalus	
UP-hoavda	UP-hoavda	
UNN-cup	UNN-cup	
UKK-luonddumeahcci	UKK-luonddumeahcci	
Theo-lávdegoddi	Theo-lávdegoddi	
Telenor-stipeanda	Telenor-stipeanda	
TV-vuoigatvuohta	TV-vuoigatvuohta	
TV-viessu	TV-viessu	
TV-stuollu	TV-stuollu	
TV-rekláma	TV-rekláma	
TV-njuolggosátta	TV-njuolggosátta	
TV-magasiidna	TV-magasiidna	
TV-journalista	TV-journalista	
TV-guvtteš	TV-guvtteš	
TV-guovddáš	TV-guovddáš	
TV-apparáhta	TV-apparáhta	
Sápmelašjohka	Sápmelašjohka	
Sáhkaskáidi	Sáhkaskáidi	
Suoidnesuolojávri	Suoidnesuolojávri	
Stámpa	Stámpa	
Stálovárri	Stálovárri	
Stuorranjárga	Stuorranjárga	
Stuoraoaivi	Stuoraoaivi	
Strindberg-dutki	Strindberg-dutki	
Statoil-gávpi	Statoil-gávpi	
Sonja-áhkku	Sonja-áhkku	
Solo-foanda	Solo-foanda	
Soavveljávregoahti	Soavveljávregoahti	
Snøhvit-ášši	Snøhvit-ášši	
Snorre-sáhka	Snorre-sáhka	
Snoasa-olmmái	Snoasa-olmmái	
Silisjávregáddi	Silisjávregáddi	
Sieiddejávri	Sieiddejávri	
Sarvvesčielgi	Sarvvesčielgi	
Samvirke-kafea	Samvirke-kafea	
SVL-heargi	SVL-heargi	
SMS-akšuvdna	SMS-akšuvdna	
SM-meašttir	SM-meašttir	
SGP-oasseváldi	SGP-oasseváldi	
SGP-gilvu	SGP-gilvu	
SAS-girdi	SAS-girdi	
S-gávpi	S-gávpi	
Ráste-viellja	Ráste-viellja	
Rássejohka	Rássejohka	
Rákkočuoivvat	Rákkočuoivvat	
Ráhpesvárri	Ráhpesvárri	
Ráhpesnjárga	Ráhpesnjárga	
Ruvžaskáidi	Ruvžaskáidi	
Ruvžajohka	Ruvžajohka	
Ruoššajávri	Ruoššajávri	
Ruong-čállinvuohki	Ruong-čállinvuohki	
Rulletvuotna	Rulletvuotna	
